ResponseId,f_aff,f_ener,f_acc,f_ang,f_int,f_calm,f_app,f_cont,f_dis,f_qui,f_sad,f_emb,f_bor,f_anx,f_rela,f_fear,f_pea,f_sha,f_reli,f_gui,f_hap,f_pro,f_amu,f_joy,f_irr,f_fru,f_exc,f_conc,f_lon,i_aff,i_ener,i_acc,i_ang,i_int,i_calm,i_app,i_cont,i_dis,i_qui,i_sad,i_emb,i_bor,i_anx,i_rela,i_fear,i_pea,i_sha,i_reli,i_gui,i_hap,i_pro,i_amu,i_joy,i_irr,i_fru,i_exc,i_conc,i_lon,ftp1,ftp2,ftp3,ftp4,ftp5,ftp6,ftp7,ftp8,ftp9,ftp10,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,health,risk_self,risk_pop,risk_comp,age,gender_all,race_all,educ,income,emp,emp_affect,livealone,gender_bin_f,race_bin,emp_bin,FTP_av,FTP_Opp,FTP_Ext,FTP_Con,Openness,Conscientiousness,Extraversion,Agreeableness,Em_Stability,avg_f_pos,avg_f_neg,avg_i_pos,avg_i_neg
R_1cSd2Q1tZtqgftw,4,3,4,1,3,4,4,2,1,4,2,0,2,2,3,1,3,0,2,0,3,2,2,2,1,2,2,3,0,3,2,3,1,3,3,3,3,1,3,1,NA,1,1,3,1,2,NA,3,NA,3,1,2,2,1,1,3,2,NA,5,4,4,5,3,4,4,3,4,2,2,3,7,5,4,2,6,7,5,4,3,1,3,1,40,female,White or European-American,Some college or technical school,"$100,000 to $120,000",Not currently working for pay,0,No,Female,White,Not_working,3.8,5,5,3,4,7,2,4.5,5,2.9375,1.153846154,2.625,1.111111111
R_1dsKPRLfLZhxA0o,3,2,2,NA,2,3,3,3,NA,2,1,1,3,1,4,0,3,0,3,2,3,3,2,2,1,1,2,1,0,2,2,1,0,2,3,3,3,0,1,1,1,2,1,3,NA,3,NA,3,1,2,2,3,2,1,2,2,2,NA,7,5,6,5,4,5,5,3,6,5,5,7,5,6,6,5,7,3,7,7,4,1,4,1,40,female,Middle Eastern or North African,Completed graduate or professional degree,"Greater than $250,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,5.1,7,5,3,6.5,4,5,7,6.5,2.625,1,2.3125,1.1
R_1hMz3XodZ3zTeqK,2,3,2,3,2,2,2,3,3,2,4,2,3,4,1,2,2,2,3,3,1,2,2,1,3,2,3,3,4,2,2,3,3,2,2,3,2,3,2,3,2,3,4,1,2,2,1,2,2,1,2,2,1,2,2,3,3,4,6,7,6,5,5,5,6,3,2,3,6,3,5,2,5,2,6,3,6,2,3,4,5,3,40,male,White or European-American,Completed graduate or professional degree,"$140,000 to $160,000",Not currently working for pay,3,No,Non-female,White,Not_working,4.8,6,5,3,3.5,4,4,4.5,4,2.0625,2.923076923,2,2.615384615
R_1LFOIk6nvysYC41,2,2,NA,2,2,1,1,1,2,1,2,1,1,3,1,2,1,1,1,NA,2,1,2,2,2,2,1,3,NA,3,1,0,3,3,1,1,1,4,1,2,1,1,4,1,3,1,1,1,0,1,1,2,2,4,4,1,3,0,5,7,6,4,3,3,4,4,5,2,1,5,4,6,5,1,6,3,6,6,3,3,3,2,40,male,Black or African-American,Completed graduate or professional degree,"$140,000 to $160,000",Working for pay (part-time or full-time),0,No,Non-female,Non-white,Working,4.3,5,4,4,5.5,3.5,1,5.5,6,1.4,1.909090909,1.3125,2.307692308
R_1liV99uMMLdsvTf,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,4,4,4,4,4,4,4,4,4,4,5,3,3,1,40,male,Asian or Asian-American,"Completed 4-year college (BA, BS)","$10,000 to $20,000",Not currently working for pay,4,Yes,Non-female,Non-white,Not_working,3.6,3,3,5,4,4,4,4,4,2,2,2,2
R_1r98f2bl0lVnmnO,2,2,2,0,3,3,3,3,0,0,0,0,2,0,3,0,3,0,3,0,3,2,3,3,2,0,1,1,0,2,2,3,NA,2,3,3,3,NA,NA,NA,NA,3,NA,3,NA,3,NA,2,NA,3,2,3,3,2,NA,2,2,NA,5,5,6,5,5,6,6,5,6,6,2,7,6,6,5,1,5,7,7,3,4,1,3,2,40,female,Black or African-American,Completed graduate or professional degree,"$80,000 to $100,000",Working for pay (part-time or full-time),1,No,Female,Non-white,Working,5.5,5,5,5,4,6.5,1.5,6,6.5,2.4375,0.384615385,2.6,2.333333333
R_21yO31tV4Il3gHY,2,2,2,3,2,1,2,1,2,1,2,2,2,3,1,3,1,NA,2,2,2,2,2,1,2,3,2,3,0,2,2,2,3,3,1,3,2,4,1,2,1,3,3,1,3,1,0,2,2,3,3,4,3,4,4,2,4,NA,5,7,7,4,1,3,7,3,3,1,5,1,5,2,7,3,7,2,4,7,1,5,4,5,40,female,White or European-American,Graduated high school (or GED),"$120,000 to $140,000",Not currently working for pay,0,No,Female,White,Not_working,4.1,5,4,3,7,3.5,4,4,3,1.625,2.25,2.1875,2.75
R_24jkhrzMDtRiugw,3,1,2,2,3,2,4,2,NA,2,2,2,0,2,2,2,2,1,1,2,3,3,3,3,2,2,2,2,0,4,1,2,1,3,2,3,3,0,2,1,1,NA,2,3,1,3,1,1,2,4,3,4,3,1,2,3,2,NA,6,6,7,5,5,5,5,5,5,3,5,7,5,5,6,2,4,7,5,3,4,3,3,4,40,female,Black or African-American,Completed graduate or professional degree,"$140,000 to $160,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,5.2,6,5,5,4.5,6,3.5,5.5,5,2.375,1.583333333,2.75,1.272727273
R_2bQzZKAvExajB0y,1,3,NA,2,1,3,NA,2,1,2,1,1,2,2,2,NA,2,0,1,0,2,NA,2,2,2,1,1,NA,2,1,3,0,1,1,2,0,2,1,2,1,1,2,1,2,0,2,NA,1,NA,2,0,1,1,2,1,1,0,2,3,5,4,2,3,2,4,3,3,2,2,3,5,3,3,1,5,6,4,5,5,1,2,0,40,male,White or European-American,Graduated high school (or GED),"$60,000 to $80,000",Not currently working for pay,2,No,Non-female,White,Not_working,3.1,3,2,3,4,5.5,1.5,4,3.5,1.846153846,1.272727273,1.3125,1.090909091
R_2BszZG5bzufItdh,3,1,2,2,2,2,2,0,0,2,2,0,0,3,1,2,2,0,1,0,2,2,2,1,1,3,2,3,0,2,1,1,1,2,1,2,NA,NA,1,1,NA,NA,3,1,2,1,NA,1,NA,1,1,1,2,2,3,2,3,NA,7,7,7,7,7,7,7,5,7,6,1,1,7,7,7,3,5,3,7,6,5,0,1,0,40,male,White or European-American,Graduated high school (or GED),"$120,000 to $140,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,6.7,7,7,5,6.5,5,2,3,7,1.6875,1.230769231,1.333333333,2.142857143
R_2dNfRIfaNA9lLub,2,1,NA,0,2,3,2,2,1,3,1,2,3,2,3,1,2,1,2,0,2,1,2,1,2,2,2,2,0,1,1,0,NA,2,3,2,2,1,3,1,1,3,1,2,1,2,2,1,NA,2,1,2,1,3,2,1,1,NA,5,3,4,3,1,2,3,2,2,1,2,3,2,2,5,3,3,1,5,4,2,3,3,4,40,male,White or European-American,Some college or technical school,"$30,000 to $40,000",Not currently working for pay,4,Yes,Non-female,White,Not_working,2.6,5,3,2,4.5,1.5,2.5,3,3.5,2,1.307692308,1.625,1.6
R_2e2vjBPH8nXLkEJ,2,1,0,2,2,3,2,3,1,2,2,0,1,1,2,0,2,0,1,0,2,0,2,1,3,2,0,0,2,1,2,NA,2,3,2,1,2,1,3,1,NA,1,1,2,NA,2,NA,2,NA,2,NA,2,1,4,4,NA,NA,2,5,6,5,6,3,2,6,4,3,3,1,3,3,2,3,3,6,6,3,6,4,1,3,1,40,female,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Not currently working for pay,2,No,Female,White,Not_working,4.3,5,6,4,4.5,4.5,2,4.5,2.5,1.5625,1.076923077,1.923076923,2
R_2q9OrmuDPfqfLe3,2,2,1,0,2,3,2,2,0,NA,1,0,2,2,2,2,2,0,1,0,2,1,2,2,1,2,2,2,2,3,4,1,NA,3,1,2,2,NA,0,3,NA,3,3,2,1,2,NA,2,NA,3,1,2,3,3,3,3,4,3,6,5,5,4,3,3,3,3,5,3,5,6,6,7,4,6,6,6,7,5,2,1,3,3,40,male,White or European-American,"Completed 4-year college (BA, BS)","$140,000 to $160,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,4,6,4,3,4.5,6,5.5,6,7,1.866666667,1.076923077,2.125,2.875
R_2sYnecpPqRxabP5,2,2,1,0,2,3,1,2,1,2,0,0,1,0,2,0,3,0,1,0,2,1,2,2,1,1,2,2,1,3,2,1,NA,3,2,3,2,1,1,NA,NA,2,NA,1,NA,2,NA,2,NA,3,1,2,2,3,2,2,1,1,7,4,6,4,3,1,5,4,2,4,3,3,6,5,6,2,2,4,5,3,4,2,2,1,40,male,White or European-American,Graduated high school (or GED),"$160,000 to $180,000",Working for pay (part-time or full-time),2,Yes,Non-female,White,Working,4,7,4,4,4.5,5,2.5,2.5,5,1.875,0.538461538,2,1.666666667
R_2To8CrcSW6ydO5s,2,1,2,2,2,1,2,2,2,3,2,1,2,4,2,3,2,NA,2,3,2,2,2,2,3,3,2,3,2,1,1,2,1,1,2,1,1,1,4,3,1,1,4,2,2,2,0,2,2,2,1,2,2,3,4,1,4,3,3,6,4,6,2,1,1,1,5,1,1,6,7,4,5,2,6,3,6,7,4,2,1,2,40,female,Hispanic or Latinx,Completed graduate or professional degree,"$60,000 to $80,000",Working for pay (part-time or full-time),4,No,Female,Non-white,Working,3,3,6,1,6,5,1.5,6,5,1.9375,2.5,1.6875,2.230769231
R_2wGkmEIMv2xuErH,0,2,1,2,2,1,2,1,2,3,2,0,1,3,1,1,1,0,1,0,2,1,2,2,2,2,1,3,3,NA,2,2,2,3,1,3,2,1,4,2,NA,3,3,1,1,1,NA,2,NA,2,2,3,2,3,4,1,3,4,3,3,3,2,1,4,2,2,2,2,2,5,5,3,6,1,5,4,5,5,2,2,3,2,40,female,White or European-American,Graduated high school (or GED),"$30,000 to $40,000",Not currently working for pay,2,No,Female,White,Not_working,2.4,3,2,2,5.5,4.5,1.5,5,4,1.4375,1.615384615,2.066666667,2.6
R_2zkbxPOKzEISO4P,2,1,2,NA,3,NA,2,NA,1,0,0,0,2,3,3,0,3,0,0,0,3,1,0,2,2,2,0,0,NA,1,2,2,0,2,0,1,0,2,NA,NA,NA,1,1,2,NA,2,NA,NA,NA,2,1,NA,2,1,2,NA,NA,0,3,4,4,3,4,3,4,5,6,4,3,4,4,5,5,4,3,4,5,4,3,2,3,5,40,male,White or European-American,Completed graduate or professional degree,"$120,000 to $140,000",Not currently working for pay,4,No,Non-female,White,Not_working,4,3,3,5,4.5,4,3.5,3.5,5,1.571428571,0.909090909,1.416666667,1
R_3GcBKoSN4piIoSU,2,2,2,1,2,2,2,2,1,2,1,0,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,0,3,2,2,1,2,2,3,2,1,1,1,NA,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,NA,6,6,6,5,6,5,6,5,4,3,4,5,5,5,6,3,5,3,6,5,4,3,3,2,40,male,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,5.2,6,5,5,5.5,4,3.5,5,5.5,1.9375,0.923076923,2,1.090909091
R_3KpuZDzx7u4v51t,3,2,2,1,2,3,3,2,0,2,1,0,2,1,2,0,2,0,2,0,2,3,2,2,1,1,2,2,0,3,2,3,1,3,2,3,3,NA,2,1,NA,2,1,3,NA,3,NA,2,NA,3,3,3,2,1,1,3,1,NA,7,7,7,7,7,7,7,6,1,6,6,6,6,6,7,3,6,6,6,6,4,1,3,1,40,female,White or European-American,"Completed 4-year college (BA, BS)","$140,000 to $160,000",Working for pay (part-time or full-time),2,No,Female,White,Working,6.2,7,7,6,6.5,6,4.5,6,6,2.25,0.692307692,2.6875,1.142857143
R_3PdgVIYQcaVg5fc,1,1,2,1,2,2,2,3,1,2,1,0,2,2,2,0,2,0,2,0,2,2,2,2,2,1,1,2,0,1,2,2,2,2,3,3,3,1,2,1,NA,2,2,3,NA,3,NA,2,NA,1,1,2,1,3,2,1,3,NA,5,5,5,4,4,4,5,5,4,4,3,4,6,6,3,3,4,4,7,5,3,3,3,2,40,male,White or European-American,Completed graduate or professional degree,"$140,000 to $160,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,4.5,5,4,5,4,5,3,4,6.5,1.875,0.923076923,2,2
R_7390ccumk0mgRjz,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,0,NA,NA,2,NA,2,1,2,2,NA,4,1,2,1,1,3,2,2,3,2,3,1,2,1,1,3,2,3,1,NA,0,0,2,0,2,1,2,3,0,3,1,4,4,3,4,1,2,3,3,3,3,5,2,3,3,6,4,3,5,4,7,3,3,3,2,40,female,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Female,White,Working,3,4,4,3,6.5,4,4.5,2.5,3.5,1.846153846,1.75,1.375,2.083333333
R_DHObtlviCheSLK1,3,3,2,1,3,2,4,2,0,2,1,NA,2,2,2,2,3,0,2,0,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,0,2,2,2,2,3,NA,3,NA,3,2,2,2,3,3,2,2,2,6,6,6,4,2,1,6,3,3,2,6,3,6,2,6,5,6,5,6,3,4,4,5,4,40,female,White or European-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Not currently working for pay,4,No,Female,White,Not_working,3.9,6,4,3,4.5,5.5,5.5,4.5,4,2.5,1.333333333,2.1875,2
R_Uusz493RbRXqiM9,1,2,NA,0,3,2,1,NA,2,3,2,0,4,2,NA,2,1,0,0,0,NA,NA,2,NA,2,3,NA,2,4,1,1,0,NA,1,1,1,0,1,4,2,NA,4,2,0,1,1,NA,NA,NA,0,0,2,0,1,2,0,2,4,6,6,6,5,5,6,5,5,6,1,6,3,5,4,6,3,6,5,4,5,3,3,4,2,40,male,more than one race,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),3,Yes,Non-female,Non-white,Working,5.1,6,5,5,5.5,5,4.5,4.5,4,1.666666667,1.769230769,0.8,2.111111111
R_ZkHoaIWLmi1K6B3,2,2,2,1,3,3,3,3,1,2,2,0,0,2,3,0,3,0,2,0,3,0,2,2,1,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,NA,NA,2,2,NA,2,NA,2,NA,3,NA,2,2,2,2,2,3,2,6,7,6,4,4,4,4,1,1,1,3,6,6,7,7,3,7,7,7,6,3,3,3,3,40,female,more than one race,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),2,No,Female,Non-white,Working,3.8,6,4,1,6.5,6.5,3,6.5,7,2.3125,1,2.266666667,2.125
R_1ghJVUog74MEzW2,2,NA,1,2,1,NA,2,1,2,NA,3,2,3,3,NA,2,1,1,1,2,1,1,1,1,3,3,1,3,3,2,0,1,2,1,0,1,1,1,0,2,1,3,3,0,2,1,1,1,1,1,1,1,1,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,5,6,3,3,2,4,4,4,41,female,White or European-American,"Completed 4-year college (BA, BS)","$80,000 to $100,000",Not currently working for pay,4,No,Female,White,Not_working,3,3,3,3,3,5.5,2.5,4,3,1.166666667,2.461538462,0.8125,1.923076923
R_1GOhISZGkvQHF33,2,2,2,1,2,3,3,2,0,2,2,1,3,1,2,1,2,0,2,NA,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,NA,1,1,1,3,1,2,1,2,NA,1,0,2,2,1,2,1,1,2,2,2,5,6,6,4,4,5,4,5,5,4,6,6,6,6,6,6,5,7,6,6,3,3,3,3,41,female,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Female,White,Working,4.8,5,4,5,6,6.5,6,5.5,6,2,1.25,1.625,1.272727273
R_1rN8Mp1ZEKnQ6uG,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,6,6,5,4,4,4,3,4,4,3,4,3,5,5,5,3,6,6,6,4,2,3,2,41,male,White or European-American,Completed graduate or professional degree,"$140,000 to $160,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,4.6,6,5,3,5.5,4.5,4,3.5,5.5,2.0625,1.538461538,1.9375,1.923076923
R_2s0ykjaozWpleSo,2,2,2,2,3,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,2,1,2,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,2,0,3,3,3,3,4,3,3,3,4,2,3,4,3,3,2,1,6,7,1,6,2,6,7,2,5,4,2,4,2,41,female,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),1,Yes,Female,White,Working,3,3,4,3,5.5,7,1.5,6,1.5,2.2,1.923076923,2.375,2.769230769
R_2uBXKmAkzuMB2nf,2,2,2,2,2,2,2,NA,2,NA,2,1,2,2,NA,1,NA,1,2,NA,2,1,NA,1,2,2,NA,2,1,1,1,1,2,1,1,1,0,2,0,2,1,2,3,0,1,0,1,1,0,1,1,0,1,3,3,0,3,2,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,5,4,6,4,4,3,2,3,2,41,female,White or European-American,Graduated high school (or GED),"Less than $10,000",Not currently working for pay,0,No,Female,White,Not_working,4.2,4,4,4,3.5,5,4.5,4,3.5,1.8,1.666666667,0.625,1.923076923
R_2VyWwMiWInqeicP,2,2,3,1,3,3,2,3,1,2,1,1,2,1,3,1,3,1,2,1,2,2,3,2,1,2,2,1,2,2,2,3,1,3,3,2,3,1,2,1,1,2,1,3,1,3,1,2,1,2,2,3,2,1,2,2,1,2,5,6,6,5,3,5,5,4,5,2,5,6,7,6,6,3,6,7,6,5,3,1,2,2,41,female,White or European-American,"Completed 4-year college (BA, BS)","$20,000 to $30,000",Working for pay (part-time or full-time),2,No,Female,White,Working,4.6,5,5,4,5.5,7,4,6,6,2.4375,1.230769231,2.4375,1.230769231
R_2YKSdvkxYN1G1qq,1,1,2,1,3,2,1,2,1,2,2,2,1,4,2,1,2,2,1,1,0,0,1,NA,2,2,1,2,1,1,1,1,1,3,2,1,2,1,1,2,1,1,3,2,1,1,1,2,1,NA,NA,1,0,2,2,1,2,1,4,4,4,3,3,2,5,3,5,2,2,5,4,3,4,4,5,4,4,5,2,2,1,1,41,female,Black or African-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),1,No,Female,Non-white,Working,3.5,4,3,3,4.5,4,3,5,3.5,1.4,1.692307692,1.357142857,1.461538462
R_3ewSQ7Joj1ZoJhV,1,NA,NA,NA,2,3,2,2,0,3,0,NA,2,1,2,0,3,0,1,0,2,NA,1,0,2,2,0,2,3,2,0,0,0,3,3,2,1,NA,2,NA,0,3,1,3,NA,2,NA,1,NA,1,0,1,NA,3,4,NA,2,3,5,7,5,5,2,4,6,6,3,7,2,7,3,7,7,2,3,3,6,7,4,2,3,1,41,male,White or European-American,Some college or technical school,"Less than $10,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,5,5,5,6,7,3,2,5,6.5,1.692307692,1.090909091,1.5,2
R_3nuBMQS9vegPx5G,2,2,3,1,3,1,2,1,2,NA,NA,NA,1,2,2,0,1,0,2,0,2,2,2,2,2,2,2,2,0,2,2,3,1,3,1,2,1,3,0,0,0,2,1,2,NA,2,NA,1,NA,3,3,3,2,4,4,3,3,NA,6,7,6,4,1,5,5,3,5,3,7,2,6,3,7,6,6,6,4,2,3,3,3,2,41,other gender,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,4.5,6,4,3,4.5,6,6.5,4,3.5,1.933333333,1.090909091,2.0625,2
R_wXoCLKahNgM3vyh,3,2,3,2,3,2,2,2,1,3,2,1,2,3,2,2,1,1,2,1,2,2,2,2,3,3,2,3,3,3,2,3,2,3,2,2,2,2,3,2,1,3,2,2,2,2,1,2,1,3,3,2,2,3,3,2,3,4,7,7,7,7,6,6,6,7,7,3,5,6,7,6,6,2,6,7,6,5,4,4,3,4,41,female,White or European-American,Completed graduate or professional degree,"Greater than $250,000",Working for pay (part-time or full-time),0,No,Female,White,Working,6.3,7,7,7,5.5,7,3.5,6,6,2.1875,2.076923077,2.375,2.230769231
R_ZJFJWPxLXsD3aBX,1,1,1,2,2,1,1,1,3,3,2,1,2,2,1,2,1,1,1,2,0,1,2,1,3,3,1,2,2,1,1,1,2,1,1,1,1,3,2,2,1,2,2,1,2,1,1,1,2,NA,1,1,1,2,2,1,2,2,3,4,4,4,4,4,5,3,3,2,4,2,6,5,4,3,2,5,5,5,2,2,2,3,41,female,White or European-American,Some college or technical school,"$10,000 to $20,000",Working for pay (part-time or full-time),1,No,Female,White,Working,3.6,3,4,3,4.5,5.5,3.5,2,5,1.1875,2.076923077,1.066666667,1.923076923
R_0ddMBb1Wlqy0EI9,NA,NA,1,2,2,2,1,1,2,2,3,0,2,3,2,2,1,0,0,0,1,0,1,1,2,2,1,2,2,0,0,1,2,2,1,1,1,1,2,2,NA,1,2,2,2,1,NA,NA,NA,1,NA,1,1,2,2,1,1,2,1,2,1,3,1,1,1,4,1,2,1,2,6,3,4,3,5,5,5,5,2,2,3,3,42,female,White or European-American,"Completed 4-year college (BA, BS)","$20,000 to $30,000",Working for pay (part-time or full-time),1,No,Female,White,Working,1.7,1,3,4,4.5,5.5,2,3.5,4,1.142857143,1.692307692,1.071428571,1.7
R_1eVvdCK9i3TztyA,1,2,2,1,2,2,3,2,NA,3,NA,NA,NA,0,2,0,3,0,2,0,3,3,2,3,2,2,2,NA,0,1,2,2,1,2,2,3,2,0,2,0,0,0,NA,2,NA,2,NA,2,NA,2,2,3,2,1,1,2,0,NA,6,7,7,7,3,2,5,4,5,2,1,2,5,6,6,2,3,3,6,7,3,4,4,1,42,male,White or European-American,Some college or technical school,"$220,000 to $250,000",Not currently working for pay,4,No,Non-female,White,Not_working,4.8,6,7,4,6.5,4,1.5,2.5,6,2.3125,0.625,2.0625,0.375
R_1LiK1mjTLfXzjvL,2,NA,0,2,3,1,3,1,3,1,3,0,0,4,0,4,0,0,1,2,1,0,1,0,3,4,0,4,0,3,0,NA,4,2,1,4,1,4,1,4,NA,NA,4,NA,4,NA,NA,2,2,2,NA,1,NA,4,4,NA,4,NA,6,5,6,3,1,1,1,3,2,1,5,1,3,1,5,7,7,5,1,7,2,4,4,3,42,female,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),2,No,Female,White,Working,2.9,6,3,3,6,4,6,4,1,0.933333333,2.230769231,1.7,3.777777778
R_1mF2cmja9rQQjZF,1,3,2,2,3,3,3,3,1,2,1,0,2,NA,2,0,2,0,2,1,3,2,3,2,2,2,2,1,2,1,3,2,3,2,3,3,2,1,2,2,NA,2,0,3,NA,3,NA,1,1,3,2,3,2,3,3,2,1,2,7,7,7,5,4,6,6,6,5,4,7,4,7,6,7,6,5,7,5,7,5,3,3,1,42,male,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),0,Yes,Non-female,White,Working,5.7,7,5,6,7,7,6.5,4.5,5.5,2.375,1.166666667,2.3125,1.8
R_1nVBDFafzpfJPgB,4,2,3,NA,2,4,3,4,NA,2,NA,NA,2,NA,3,NA,3,0,2,0,4,4,2,3,1,NA,2,NA,1,3,2,2,0,2,4,3,4,0,2,0,0,2,0,3,0,4,NA,2,NA,4,4,1,3,1,0,2,0,1,5,4,5,5,4,3,6,6,6,4,2,7,7,6,6,2,6,4,6,2,3,1,4,2,42,female,White or European-American,Graduated high school (or GED),"$40,000 to $50,000",Working for pay (part-time or full-time),0,No,Female,White,Working,4.8,5,5,6,4,5.5,2,6.5,6,2.9375,0.8,2.8125,0.363636364
R_24vCRb6EaAcHR8Z,2,3,2,2,1,1,2,2,2,2,2,0,3,3,1,2,2,0,2,0,3,0,0,2,0,0,2,3,0,1,2,3,1,2,2,1,1,2,2,2,NA,3,2,3,1,3,NA,3,NA,3,NA,NA,4,NA,NA,3,3,NA,6,7,5,6,6,6,4,1,3,1,7,5,7,3,6,1,5,5,7,2,5,2,3,1,42,male,Asian or Asian-American,Completed graduate or professional degree,"$120,000 to $140,000",Working for pay (part-time or full-time),1,No,Non-female,Non-white,Working,4.5,6,6,1,4,6,4,5,5,1.6875,1.307692308,2.357142857,2
R_28D4flqWZg1zzpP,2,2,2,1,3,2,2,3,2,3,1,1,2,2,1,1,2,0,2,0,3,3,2,2,2,1,1,2,0,2,1,1,2,3,2,3,2,3,2,1,1,3,3,1,1,3,NA,3,NA,3,4,2,2,4,3,1,3,NA,4,2,6,4,5,4,4,3,3,1,4,7,3,3,4,3,6,4,6,6,3,3,4,3,42,female,White or European-American,Some college or technical school,"$40,000 to $50,000",Working for pay (part-time or full-time),2,No,Female,White,Working,3.6,4,4,3,5,3.5,3.5,6.5,4.5,2.1875,1.153846154,2.1875,2.4
R_2YukXRuZ0LljiF4,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,0,1,1,1,1,2,2,2,1,1,2,2,2,2,3,3,2,2,2,1,3,1,2,1,1,1,1,1,1,NA,1,1,1,1,2,1,3,1,2,3,2,1,2,5,5,5,4,2,4,5,3,3,3,3,4,4,7,6,3,5,4,6,3,3,2,2,3,42,male,White or European-American,Some college or technical school,"$80,000 to $100,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,3.9,5,4,3,4.5,4,3,4.5,6.5,1.8125,1.307692308,1.75,1.5
R_3JfnnTvaI2ADaEI,1,NA,1,3,1,2,1,1,2,3,4,1,4,4,1,3,1,2,1,1,1,1,2,0,3,3,0,3,3,1,0,1,3,1,1,1,1,2,1,3,1,4,4,1,3,1,1,1,1,1,1,1,NA,3,3,NA,4,3,2,2,1,1,2,1,1,1,1,1,2,2,4,1,2,2,2,3,1,7,3,3,4,3,42,female,White or European-American,Completed graduate or professional degree,"$120,000 to $140,000",Working for pay (part-time or full-time),1,No,Female,White,Working,1.3,2,1,1,4.5,3.5,2,2,1,1.133333333,2.769230769,0.928571429,2.692307692
R_3nibHzVypt1hHwn,2,2,2,0,3,3,3,3,0,3,1,0,2,1,3,1,3,0,2,0,2,2,2,2,0,1,1,2,2,2,3,3,NA,3,3,3,3,NA,4,2,NA,3,2,3,1,3,NA,2,NA,2,2,3,2,NA,2,2,2,1,6,6,6,6,6,5,5,5,5,3,2,3,7,5,4,2,3,6,6,3,5,3,3,2,42,male,White or European-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),4,Yes,Non-female,White,Working,5.3,6,6,5,3.5,6.5,2,3,5.5,2.375,0.769230769,2.6875,1.857142857
R_bC1hpbNbZSLyqBP,NA,1,NA,3,2,2,0,0,3,3,3,1,4,4,2,3,1,1,0,1,NA,NA,2,0,3,4,1,3,4,0,1,0,2,1,3,NA,NA,2,3,2,1,4,4,2,3,1,1,NA,1,0,0,1,NA,4,4,1,3,4,2,3,2,3,2,2,3,2,2,2,3,4,7,7,6,6,5,4,6,6,4,3,3,2,42,male,White or European-American,Some college or technical school,"$120,000 to $140,000",Working for pay (part-time or full-time),3,No,Non-female,White,Working,2.3,2,3,2,6,5.5,4.5,4.5,6.5,1.166666667,2.846153846,1.083333333,2.692307692
